path,pitch,yaw,roll
HeadPose\AFLW2000\image00586.jpg,22.46997341,39.63431051,8.690853082
HeadPose\AFLW2000\image00587.jpg,5.575593556,14.77962607,-6.551543492
HeadPose\AFLW2000\image00589.jpg,-8.695444677,0.350570878,-5.100150491
HeadPose\AFLW2000\image00591.jpg,-9.417716691,-21.45642456,1.561362461
HeadPose\AFLW2000\image00592.jpg,0.214961021,-2.499849023,1.453955282
HeadPose\AFLW2000\image00593.jpg,1.525436947,-29.22812116,10.91388414
HeadPose\AFLW2000\image00595.jpg,-17.06550768,-11.5882014,11.06300766
HeadPose\AFLW2000\image00597.jpg,-10.66963572,17.62358024,-25.28453556
HeadPose\AFLW2000\image00598.jpg,-11.21749459,6.959771946,-1.835616114
HeadPose\AFLW2000\image00599.jpg,-17.02807483,-75.31560122,28.57788886
HeadPose\AFLW2000\image00600.jpg,-14.04856873,5.266267949,-28.39157837
HeadPose\AFLW2000\image00602.jpg,-13.67264024,-0.279379176,-51.99144436
HeadPose\AFLW2000\image00604.jpg,-1.522966126,13.68613413,10.10265745
HeadPose\AFLW2000\image00606.jpg,-13.11129516,25.82245565,-23.27980332
HeadPose\AFLW2000\image00607.jpg,-9.201614628,4.558466971,-8.667996708
HeadPose\AFLW2000\image00608.jpg,-4.063579639,22.13195076,1.70379357
HeadPose\AFLW2000\image00609.jpg,-12.29243915,11.66200757,10.28594046
HeadPose\AFLW2000\image00610.jpg,-16.59560432,-66.53688886,-0.341354098
HeadPose\AFLW2000\image00611.jpg,-10.73824071,18.55292651,24.04472645
HeadPose\AFLW2000\image00612.jpg,-19.52125438,3.717981885,-7.618215415
HeadPose\AFLW2000\image00613.jpg,6.174853863,15.89132644,-15.63352778
HeadPose\AFLW2000\image00614.jpg,-20.87103295,-34.8951496,34.01068792
HeadPose\AFLW2000\image00615.jpg,-28.77823367,16.19376381,-35.82668495
HeadPose\AFLW2000\image00622.jpg,-5.064255713,-37.90790848,-4.016595621
HeadPose\AFLW2000\image00623.jpg,-25.14850381,-55.41105028,22.24603712
HeadPose\AFLW2000\image00624.jpg,-22.0222306,7.689870076,-2.698282453
HeadPose\AFLW2000\image00626.jpg,-37.40145337,54.58676598,-40.18448225
HeadPose\AFLW2000\image00627.jpg,-9.056964882,70.00286152,-3.742226068
HeadPose\AFLW2000\image00631.jpg,-5.012370181,-39.33378901,9.092123281
HeadPose\AFLW2000\image00632.jpg,6.503636545,7.414077283,0.022687789
HeadPose\AFLW2000\image00634.jpg,-2.090634887,-13.38234268,-12.22219493
HeadPose\AFLW2000\image00636.jpg,7.442143384,-53.27254196,-1.696784195
HeadPose\AFLW2000\image00642.jpg,5.609150276,-3.015389353,-3.457862455
HeadPose\AFLW2000\image00643.jpg,-20.77138562,36.10922597,-14.49297498
HeadPose\AFLW2000\image00645.jpg,6.028501266,11.26708774,-6.20937492
HeadPose\AFLW2000\image00648.jpg,-10.86170662,-16.70677931,9.250998603
HeadPose\AFLW2000\image00650.jpg,-4.262721061,9.586322472,0.96689001
HeadPose\AFLW2000\image00655.jpg,-0.471276169,-28.29879708,-6.899349104
HeadPose\AFLW2000\image00656.jpg,-10.29867107,-9.543590247,-6.943831138
HeadPose\AFLW2000\image00658.jpg,-9.034426111,5.049125136,-2.347301443
HeadPose\AFLW2000\image00661.jpg,-24.70739311,-34.46959808,22.62215173
HeadPose\AFLW2000\image00663.jpg,1.235324555,-7.970723186,-4.115408822
HeadPose\AFLW2000\image00665.jpg,-6.987919155,-5.527939326,10.54043416
HeadPose\AFLW2000\image00667.jpg,-16.06323377,16.94825553,-7.639819304
HeadPose\AFLW2000\image00670.jpg,-5.783472925,6.091262166,-11.69081901
HeadPose\AFLW2000\image00673.jpg,-4.390769179,37.61516999,-3.136002383
HeadPose\AFLW2000\image00678.jpg,-12.27303885,9.096973569,-0.684046327
HeadPose\AFLW2000\image00679.jpg,16.06180797,16.75909173,6.91973295
HeadPose\AFLW2000\image00680.jpg,-20.1087292,56.77021012,-22.87335243
HeadPose\AFLW2000\image00681.jpg,-5.83179694,-15.28248338,-3.431248196
HeadPose\AFLW2000\image00682.jpg,7.728125112,19.25361854,0.169051638
HeadPose\AFLW2000\image00683.jpg,-13.84336935,6.856738969,-5.050791703
HeadPose\AFLW2000\image00684.jpg,-5.747461179,-42.77649464,3.861805605
HeadPose\AFLW2000\image00685.jpg,-27.21818431,-7.142237461,2.809411766
HeadPose\AFLW2000\image00688.jpg,-10.74580856,25.49955504,-4.528021403
HeadPose\AFLW2000\image00689.jpg,-6.873980501,-1.995708278,-0.423095294
HeadPose\AFLW2000\image00690.jpg,-19.89270739,0.640069087,-0.842296581
HeadPose\AFLW2000\image00691.jpg,-9.90641758,-12.64309082,-2.052730539
HeadPose\AFLW2000\image00692.jpg,22.2840437,18.32643744,3.787551631
HeadPose\AFLW2000\image00693.jpg,-9.823794489,9.063063387,-1.44353252
HeadPose\AFLW2000\image00694.jpg,-15.39690613,1.097069894,3.349214422
HeadPose\AFLW2000\image00695.jpg,4.629991005,-35.35855403,-36.9730639
HeadPose\AFLW2000\image00696.jpg,-71.44707087,-27.34639721,57.17240239
HeadPose\AFLW2000\image00697.jpg,2.892626522,8.369322781,-0.574890833
HeadPose\AFLW2000\image00699.jpg,-7.955357822,-25.22635943,10.71575231
HeadPose\AFLW2000\image00700.jpg,-16.23790732,-14.70865016,-5.646271927
HeadPose\AFLW2000\image00705.jpg,5.016616424,2.179337273,-5.276624223
HeadPose\AFLW2000\image00710.jpg,-0.781137039,15.51383213,4.092985311
HeadPose\AFLW2000\image00712.jpg,-16.09280166,-10.9385582,9.711907453
HeadPose\AFLW2000\image00713.jpg,25.00710865,5.839356679,2.417528381
HeadPose\AFLW2000\image00714.jpg,-2.689057429,-4.528692042,-8.789667136
HeadPose\AFLW2000\image00715.jpg,-23.10062526,0.934702317,-0.502950584
HeadPose\AFLW2000\image00719.jpg,-20.63577733,-15.47595873,-15.97591492
HeadPose\AFLW2000\image00722.jpg,-12.10741872,-82.71607704,15.8469712
HeadPose\AFLW2000\image00723.jpg,-11.68835673,3.237373063,-14.13068638
HeadPose\AFLW2000\image00724.jpg,29.48801327,12.29404595,-8.218261194
HeadPose\AFLW2000\image00725.jpg,-10.9674832,-36.03410072,10.34925802
HeadPose\AFLW2000\image00726.jpg,-0.781214839,6.589924886,18.0029631
HeadPose\AFLW2000\image00727.jpg,-2.71228925,21.20516239,-23.54108709
HeadPose\AFLW2000\image00728.jpg,12.0685558,38.24179886,27.73186577
HeadPose\AFLW2000\image00729.jpg,2.509728038,6.537944158,-4.557256747
HeadPose\AFLW2000\image00730.jpg,-7.369557256,18.21782548,3.290983218
HeadPose\AFLW2000\image00731.jpg,15.11360354,74.25152605,2.782231241
HeadPose\AFLW2000\image00733.jpg,-18.09256835,15.01718859,-50.38874047
HeadPose\AFLW2000\image00735.jpg,-11.02763497,-49.8789249,-10.25969375
HeadPose\AFLW2000\image00739.jpg,4.753971318,-41.68811766,11.73463895
HeadPose\AFLW2000\image00740.jpg,-26.60617204,-9.304048683,2.232289596
HeadPose\AFLW2000\image00741.jpg,-4.260105952,-13.27254825,-2.771530469
HeadPose\AFLW2000\image00743.jpg,11.96235916,-28.44367393,-41.51064202
HeadPose\AFLW2000\image00745.jpg,-5.045734374,-14.9756064,6.466286509
HeadPose\AFLW2000\image00747.jpg,-14.53323383,14.04685776,-22.71787854
HeadPose\AFLW2000\image00748.jpg,-35.45222325,-67.10629441,40.75763415
HeadPose\AFLW2000\image00753.jpg,3.735831731,-14.56876447,0.843525321
HeadPose\AFLW2000\image00755.jpg,-12.48290666,-31.02761304,1.557133507
HeadPose\AFLW2000\image00757.jpg,-0.289527904,-6.685882641,-7.30367752
HeadPose\AFLW2000\image00759.jpg,-5.210630936,-64.27620552,20.27639327
HeadPose\AFLW2000\image00761.jpg,-0.624910816,4.70546673,-3.497005202
HeadPose\AFLW2000\image00764.jpg,-3.08426242,-2.511846677,-2.858710577
HeadPose\AFLW2000\image00771.jpg,-11.79899214,-5.141741221,-0.040471692
HeadPose\AFLW2000\image00772.jpg,-13.51006039,-10.18912509,1.92404081
HeadPose\AFLW2000\image00773.jpg,20.42833083,-5.12162546,-15.97785982
HeadPose\AFLW2000\image00774.jpg,-8.117552616,1.800712994,-2.614327902
HeadPose\AFLW2000\image00775.jpg,-18.8323615,3.954675261,-10.89081176
HeadPose\AFLW2000\image00776.jpg,1.901334914,15.02715896,0.776482905
HeadPose\AFLW2000\image00777.jpg,-10.03767589,4.164943061,-4.481033544
HeadPose\AFLW2000\image00778.jpg,10.59926172,3.300634702,5.406025999
HeadPose\AFLW2000\image00779.jpg,12.18241505,-5.474506757,-28.87380509
HeadPose\AFLW2000\image00781.jpg,27.38703342,-52.39745129,-33.11230972
HeadPose\AFLW2000\image00782.jpg,-0.273222374,-1.297973505,-0.105012184
HeadPose\AFLW2000\image00783.jpg,-8.590875334,0.187019704,-5.807333764
HeadPose\AFLW2000\image00784.jpg,-14.00656733,48.05449942,-13.72551017
HeadPose\AFLW2000\image00785.jpg,-9.31799166,21.83011104,-31.05345848
HeadPose\AFLW2000\image00787.jpg,8.964172493,29.60684149,-24.391029
HeadPose\AFLW2000\image00788.jpg,-1.92313581,-2.452588383,-7.710662026
HeadPose\AFLW2000\image00791.jpg,-5.615368736,1.284331589,-21.52874602
HeadPose\AFLW2000\image00792.jpg,-30.50126159,19.62372942,-19.07975096
HeadPose\AFLW2000\image00793.jpg,-18.11234345,4.311554779,-7.268332999
HeadPose\AFLW2000\image00795.jpg,37.60293029,34.87356962,-4.136707913
HeadPose\AFLW2000\image00796.jpg,-19.33868172,-20.77978333,-6.933821069
HeadPose\AFLW2000\image00797.jpg,-9.593839949,25.96145171,11.06206851
HeadPose\AFLW2000\image00801.jpg,23.02043714,62.34300244,19.06834454
HeadPose\AFLW2000\image00802.jpg,-18.95983674,14.64413902,-8.238872998
HeadPose\AFLW2000\image00803.jpg,-40.24350191,39.90909585,-27.29480708
HeadPose\AFLW2000\image00804.jpg,-2.378310929,-12.37653671,2.264046133
HeadPose\AFLW2000\image00806.jpg,-9.7351651,-0.572637777,-1.974973318
HeadPose\AFLW2000\image00808.jpg,-27.14069582,54.2674922,-35.22667332
HeadPose\AFLW2000\image00809.jpg,-3.018299441,39.21390212,-6.426997127
HeadPose\AFLW2000\image00813.jpg,-11.88924284,-46.83875989,20.85164034
HeadPose\AFLW2000\image00814.jpg,-33.42688091,3.559178279,-3.680688625
HeadPose\AFLW2000\image00815.jpg,-60.16011496,-68.4324576,73.96601048
HeadPose\AFLW2000\image00818.jpg,-14.1445696,-3.743849092,-0.625858451
HeadPose\AFLW2000\image00824.jpg,-18.24438125,1.016570351,1.161063003
HeadPose\AFLW2000\image00825.jpg,15.20301925,-67.18006045,-11.15793363
HeadPose\AFLW2000\image00826.jpg,-3.102421331,-62.06571042,43.71263354
HeadPose\AFLW2000\image00829.jpg,-10.06767066,-2.845500137,3.283490714
HeadPose\AFLW2000\image00830.jpg,-12.49971917,28.27784035,-11.52626183
HeadPose\AFLW2000\image00831.jpg,-54.32421692,-71.15290145,70.72740116
HeadPose\AFLW2000\image00832.jpg,-6.348650161,-0.662712391,-4.267710087
HeadPose\AFLW2000\image00836.jpg,-17.4603353,4.244349987,42.13633857
HeadPose\AFLW2000\image00837.jpg,7.858860055,-35.37552022,-5.238066098
HeadPose\AFLW2000\image00838.jpg,-1.753627484,-22.92856426,0.219667662
HeadPose\AFLW2000\image00839.jpg,-9.265693755,4.91552749,1.558578092
HeadPose\AFLW2000\image00840.jpg,-9.062220712,-24.06944491,11.88441902
HeadPose\AFLW2000\image00841.jpg,-18.8618867,-13.59657925,10.57959761
HeadPose\AFLW2000\image00842.jpg,-7.253083748,14.10851815,-1.907834693
HeadPose\AFLW2000\image00843.jpg,-9.374364626,0.439832219,0.759077556
HeadPose\AFLW2000\image00844.jpg,1.91179919,20.222667,-3.602211032
HeadPose\AFLW2000\image00845.jpg,0.237341176,13.13629536,-4.593858877
HeadPose\AFLW2000\image00846.jpg,-4.354391164,18.00609815,-31.73845132
HeadPose\AFLW2000\image00847.jpg,-2.65654146,33.25152605,-1.353087582
HeadPose\AFLW2000\image00849.jpg,-1.142544013,4.398957722,0.678414943
HeadPose\AFLW2000\image00850.jpg,-15.26696861,-41.4049585,12.5907323
HeadPose\AFLW2000\image00851.jpg,-11.44970565,-0.432951578,-2.057845497
HeadPose\AFLW2000\image00854.jpg,30.41659115,3.120333929,-5.082430419
HeadPose\AFLW2000\image00855.jpg,-6.023522912,16.53433753,-8.897713045
HeadPose\AFLW2000\image00856.jpg,-12.56594895,11.85649891,-11.58933692
HeadPose\AFLW2000\image00860.jpg,-8.051459437,12.52360605,-16.8515281
HeadPose\AFLW2000\image00861.jpg,13.54383311,56.35654312,-21.98631405
HeadPose\AFLW2000\image00862.jpg,25.32965067,12.77837381,45.04342076
HeadPose\AFLW2000\image00863.jpg,1.514269267,-2.032112973,-1.653690611
HeadPose\AFLW2000\image00866.jpg,-4.448234975,69.37601408,0.041301834
HeadPose\AFLW2000\image00872.jpg,-27.73506571,21.14805006,-14.3399907
HeadPose\AFLW2000\image00874.jpg,0.046366833,-7.82540152,-25.35320458
HeadPose\AFLW2000\image00877.jpg,-19.37890983,-3.223522079,0.538687095
HeadPose\AFLW2000\image00882.jpg,-18.15737489,-3.417336808,-5.376725342
HeadPose\AFLW2000\image00886.jpg,2.403459686,15.33005565,-4.254980749
HeadPose\AFLW2000\image00888.jpg,-35.87255309,-57.74281539,31.81813231
HeadPose\AFLW2000\image00889.jpg,14.1068661,19.40228786,7.848071771
HeadPose\AFLW2000\image00891.jpg,-6.137199031,7.917337574,-0.666288529
HeadPose\AFLW2000\image00892.jpg,-16.57781168,5.746054161,0.212805029
HeadPose\AFLW2000\image00893.jpg,-3.794294308,-7.753888585,10.43911001
HeadPose\AFLW2000\image00894.jpg,1.413838273,5.977187762,-7.887189972
HeadPose\AFLW2000\image00895.jpg,-19.05689031,0.68428437,2.539960162
HeadPose\AFLW2000\image00896.jpg,-0.570143478,12.80240071,-1.784045945
HeadPose\AFLW2000\image00898.jpg,13.91592304,-17.11165414,-0.090756152
HeadPose\AFLW2000\image00901.jpg,-13.57143732,8.054022465,-4.875053923
HeadPose\AFLW2000\image00902.jpg,19.15032047,-23.64440907,-21.4525194
HeadPose\AFLW2000\image00903.jpg,11.81175434,-30.2404713,-17.81466332
HeadPose\AFLW2000\image00904.jpg,1.382578524,12.66547847,-2.207312234
HeadPose\AFLW2000\image00905.jpg,18.72929566,-12.41212968,-2.764250768
HeadPose\AFLW2000\image00907.jpg,13.71798501,64.39070682,1.808397383
HeadPose\AFLW2000\image00908.jpg,-22.23673781,24.2506669,-36.67348497
HeadPose\AFLW2000\image00909.jpg,-27.17185002,2.176460696,-4.131008974
HeadPose\AFLW2000\image00911.jpg,-21.08728528,-8.945847949,4.423854615
HeadPose\AFLW2000\image00915.jpg,1.217927957,28.29589596,22.666647
HeadPose\AFLW2000\image00918.jpg,-13.00446588,-0.52464508,-1.353815744
HeadPose\AFLW2000\image00922.jpg,4.299569078,21.10557823,1.892292384
HeadPose\AFLW2000\image00923.jpg,-5.633591254,-7.578488474,11.02250123
HeadPose\AFLW2000\image00925.jpg,-9.855995416,-6.720873273,0.869778967
HeadPose\AFLW2000\image00929.jpg,-28.3995031,-15.16423061,10.08766006
HeadPose\AFLW2000\image00930.jpg,-26.81349731,1.219102963,-2.312660432
HeadPose\AFLW2000\image00931.jpg,-9.7458552,25.15555085,-9.868293171
HeadPose\AFLW2000\image00932.jpg,-13.47458183,1.904299643,-0.766873736
HeadPose\AFLW2000\image00933.jpg,-11.17469065,21.54952345,-14.49263348
HeadPose\AFLW2000\image00934.jpg,-7.53494431,30.60119409,-3.852011968
HeadPose\AFLW2000\image00935.jpg,-1.754971217,-78.77597996,6.425769827
HeadPose\AFLW2000\image00937.jpg,-0.005000385,13.82697519,-3.494548255
HeadPose\AFLW2000\image00939.jpg,1.071535552,-26.15097067,-17.5421917
HeadPose\AFLW2000\image00940.jpg,8.912550777,-11.31536608,-3.046500438
HeadPose\AFLW2000\image00941.jpg,-4.86613455,6.744899744,-19.51683013
HeadPose\AFLW2000\image00942.jpg,-8.784844169,33.43673346,9.249347405
HeadPose\AFLW2000\image00943.jpg,-6.529174196,-22.45337605,-5.8779703
HeadPose\AFLW2000\image00946.jpg,-14.8707186,-54.67604338,11.75553933
HeadPose\AFLW2000\image00947.jpg,-12.29863413,13.61111816,2.373502263
HeadPose\AFLW2000\image00948.jpg,-10.72590538,-4.319256671,-0.510346559
HeadPose\AFLW2000\image00950.jpg,4.629941059,2.199406717,5.165538027
HeadPose\AFLW2000\image00954.jpg,-10.61120602,-10.32124229,31.09472989
HeadPose\AFLW2000\image00957.jpg,-2.062295792,-14.88099803,-9.146641851
HeadPose\AFLW2000\image00960.jpg,-4.438934392,21.14350798,-4.85787429
HeadPose\AFLW2000\image00961.jpg,-9.403036907,25.14924488,1.265414206
HeadPose\AFLW2000\image00962.jpg,1.21233638,-3.131502996,-1.260689316
HeadPose\AFLW2000\image00963.jpg,13.90297044,-25.41988088,-6.118780999
HeadPose\AFLW2000\image00965.jpg,-9.817859908,28.227285,-12.73997534
HeadPose\AFLW2000\image00966.jpg,-28.71602772,1.431980642,-3.110852133
HeadPose\AFLW2000\image00967.jpg,-8.041886927,23.85528262,-8.872085321
HeadPose\AFLW2000\image00968.jpg,-3.567823164,-7.246957068,8.527720844
HeadPose\AFLW2000\image00971.jpg,12.78183672,-21.38625461,-5.388613286
HeadPose\AFLW2000\image00972.jpg,4.319586228,3.798046643,-4.359047646
HeadPose\AFLW2000\image00973.jpg,-21.66836875,-16.83819386,1.712478369
HeadPose\AFLW2000\image00974.jpg,0.959670287,23.3100013,1.941499841
HeadPose\AFLW2000\image00976.jpg,-19.81622293,2.027703659,6.90609477
HeadPose\AFLW2000\image00978.jpg,-9.626596682,26.56211391,1.356179737
HeadPose\AFLW2000\image00979.jpg,-13.7527003,22.05640716,11.91698024
HeadPose\AFLW2000\image00981.jpg,-54.98724046,-35.83744591,39.5295559
HeadPose\AFLW2000\image00982.jpg,19.27350464,1.56556847,21.06780046
HeadPose\AFLW2000\image00984.jpg,10.14761034,6.001946344,-29.27662916
HeadPose\AFLW2000\image00985.jpg,-7.815782052,13.43292194,-9.124393363
HeadPose\AFLW2000\image00988.jpg,21.08286273,10.42616509,64.30430492
HeadPose\AFLW2000\image00989.jpg,-12.24646173,-9.815669125,31.18354284
HeadPose\AFLW2000\image00995.jpg,1.514870324,-9.273533105,-3.221688601
HeadPose\AFLW2000\image00998.jpg,9.98511075,13.50350768,-4.776738473
HeadPose\AFLW2000\image00999.jpg,-10.99002965,-5.600392266,-0.585047537
HeadPose\AFLW2000\image01000.jpg,-21.08462151,-0.334110763,-3.107992845
HeadPose\AFLW2000\image01001.jpg,2.005980882,-12.89081239,-13.09307478
HeadPose\AFLW2000\image01002.jpg,6.15803623,0.815963213,-1.882936732
HeadPose\AFLW2000\image01003.jpg,-11.74002967,6.448617664,-2.661789606
HeadPose\AFLW2000\image01008.jpg,1.826944976,4.984350184,1.356097881
HeadPose\AFLW2000\image01009.jpg,-14.58023065,-2.357063278,3.800288653
HeadPose\AFLW2000\image01010.jpg,4.715306898,-7.65038646,-15.19189117
HeadPose\AFLW2000\image01012.jpg,28.44263062,73.31023719,42.41452535
HeadPose\AFLW2000\image01014.jpg,11.06556728,-15.14320216,-4.472994411
HeadPose\AFLW2000\image01016.jpg,3.609900972,-6.522227466,-17.10535671
HeadPose\AFLW2000\image01017.jpg,-18.19687046,-66.95662447,21.9176826
HeadPose\AFLW2000\image01021.jpg,-12.40452768,-12.52641667,-0.242057902
HeadPose\AFLW2000\image01025.jpg,-15.65064253,12.45407302,-18.48957651
HeadPose\AFLW2000\image01026.jpg,-15.49127714,-15.357443,-19.39768602
HeadPose\AFLW2000\image01028.jpg,-12.39119173,13.40352395,-12.20410175
HeadPose\AFLW2000\image01031.jpg,-9.011614133,2.713706515,-1.866782054
HeadPose\AFLW2000\image01032.jpg,-5.514407441,5.868788391,-1.812855363
HeadPose\AFLW2000\image01033.jpg,-14.10956232,3.519106413,-6.731623991
HeadPose\AFLW2000\image01034.jpg,-8.945941864,-6.484956832,-2.954299074
HeadPose\AFLW2000\image01038.jpg,35.90163945,11.06455982,-6.223803695
HeadPose\AFLW2000\image01039.jpg,-5.429503067,-0.875312648,3.954443461
HeadPose\AFLW2000\image01040.jpg,-1.490817706,-27.55231034,-5.848188967
HeadPose\AFLW2000\image01042.jpg,-30.83328733,53.81930885,-31.34079087
HeadPose\AFLW2000\image01045.jpg,-2.829570429,48.36024942,-10.1371371
HeadPose\AFLW2000\image01048.jpg,-6.031905261,21.26652993,9.013394251
HeadPose\AFLW2000\image01050.jpg,-10.46451661,12.7378392,-1.760211039
HeadPose\AFLW2000\image01053.jpg,-4.855226738,-4.331036186,0.627856228
HeadPose\AFLW2000\image01054.jpg,19.11424,39.52143822,2.514067342
HeadPose\AFLW2000\image01058.jpg,-0.270901257,14.88886129,-1.61838024
HeadPose\AFLW2000\image01059.jpg,-7.23773802,18.31899766,-3.56060152
HeadPose\AFLW2000\image01060.jpg,-27.27189521,-0.823193982,-1.877893705
HeadPose\AFLW2000\image01061.jpg,-28.0433019,-4.665059757,-0.833949716
HeadPose\AFLW2000\image01062.jpg,-4.931984831,-30.85047208,8.929959222
HeadPose\AFLW2000\image01063.jpg,-9.340438223,-3.396934393,0.857111581
HeadPose\AFLW2000\image01065.jpg,19.96865226,12.06750395,-12.68565656
HeadPose\AFLW2000\image01066.jpg,11.62957015,2.405419737,-21.23262829
HeadPose\AFLW2000\image01067.jpg,3.773946748,38.77829314,22.28573418
HeadPose\AFLW2000\image01070.jpg,28.73402527,8.72816299,40.12384041
HeadPose\AFLW2000\image01071.jpg,-31.77970908,9.404234751,15.45732427
HeadPose\AFLW2000\image01072.jpg,1.146347254,-5.447536474,-2.435760931
HeadPose\AFLW2000\image01077.jpg,-4.319567018,-1.078163503,-1.153824283
HeadPose\AFLW2000\image01079.jpg,-26.61761261,-1.937195968,13.7527336
HeadPose\AFLW2000\image01083.jpg,-13.74379203,3.25967299,-0.707187595
HeadPose\AFLW2000\image01084.jpg,-10.38377011,-4.772181456,2.745022078
HeadPose\AFLW2000\image01085.jpg,-19.04133114,-20.7264276,-5.141194379
HeadPose\AFLW2000\image01086.jpg,-19.89990983,-1.590490123,-5.230362498
HeadPose\AFLW2000\image01087.jpg,-10.99768629,-1.725566612,-5.331188897
HeadPose\AFLW2000\image01088.jpg,-23.46072991,10.86267395,0.011989108
HeadPose\AFLW2000\image01089.jpg,-19.26217506,26.9226813,-13.82912158
HeadPose\AFLW2000\image01090.jpg,-5.8929536,-27.88173378,-15.28685129
HeadPose\AFLW2000\image01092.jpg,6.480302911,36.70704169,-6.293562978
HeadPose\AFLW2000\image01093.jpg,-17.92548997,20.13575797,-20.64162739
HeadPose\AFLW2000\image01095.jpg,-40.74247455,65.03934939,-51.84806503
HeadPose\AFLW2000\image01097.jpg,-31.17271358,0.205841091,20.78150283
HeadPose\AFLW2000\image01100.jpg,-15.12313336,14.04209456,9.0790392
HeadPose\AFLW2000\image01104.jpg,18.20715331,5.394031333,-42.36548118
HeadPose\AFLW2000\image01106.jpg,6.296277551,15.24191547,-4.484531881
HeadPose\AFLW2000\image01108.jpg,-1.947688633,17.89636775,0.480285189
HeadPose\AFLW2000\image01109.jpg,-3.001098036,26.13656751,-4.729450085
HeadPose\AFLW2000\image01110.jpg,-11.99717093,-5.438935131,6.130137469
HeadPose\AFLW2000\image01111.jpg,-24.55998909,-13.87816319,4.946323532
HeadPose\AFLW2000\image01112.jpg,1.742342304,5.409431702,-7.651831899
HeadPose\AFLW2000\image01113.jpg,26.32538297,-9.590418878,-6.743481199
HeadPose\AFLW2000\image01117.jpg,-16.31791103,10.29227546,-15.9875382
HeadPose\AFLW2000\image01118.jpg,-2.162289121,-0.025327179,-2.339234777
HeadPose\AFLW2000\image01119.jpg,-11.74294616,50.70774104,-1.560050318
HeadPose\AFLW2000\image01120.jpg,-13.54866718,-5.003719746,2.485131032
HeadPose\AFLW2000\image01124.jpg,-10.14270883,18.11198999,-15.70077441
HeadPose\AFLW2000\image01126.jpg,-45.01358991,68.94061001,-64.74979035
HeadPose\AFLW2000\image01128.jpg,-0.717109618,-1.52611527,1.180058827
HeadPose\AFLW2000\image01129.jpg,-5.088675347,-18.68088669,44.88070517
HeadPose\AFLW2000\image01131.jpg,-8.421782902,31.48529036,1.027366319
HeadPose\AFLW2000\image01132.jpg,-22.74417989,2.319268853,-16.13252433
HeadPose\AFLW2000\image01133.jpg,0.067126192,-3.49254893,21.42947605
HeadPose\AFLW2000\image01138.jpg,-13.09571806,16.63878137,11.17451648
HeadPose\AFLW2000\image01139.jpg,14.45156013,-3.661610626,-3.648983741
HeadPose\AFLW2000\image01141.jpg,-18.92105834,-7.889822157,-2.256935266
HeadPose\AFLW2000\image01146.jpg,-5.909430578,-2.2818725,-2.737983782
HeadPose\AFLW2000\image01147.jpg,-10.18757976,9.653672406,20.77032011
HeadPose\AFLW2000\image01149.jpg,-13.17137692,10.78242691,-42.6912368
HeadPose\AFLW2000\image01150.jpg,-7.147824129,-8.377785385,0.22661842
HeadPose\AFLW2000\image01152.jpg,15.71632846,4.457501834,1.834843236
HeadPose\AFLW2000\image01155.jpg,-4.350514605,-36.47437813,-1.804499053
HeadPose\AFLW2000\image01157.jpg,-5.865300726,-19.71077847,-18.47768003
HeadPose\AFLW2000\image01161.jpg,3.45182969,-26.79701436,-24.92561083
HeadPose\AFLW2000\image01163.jpg,-15.34441783,-2.956121454,3.984311024
HeadPose\AFLW2000\image01164.jpg,0.185838242,2.887041348,0.890092804
HeadPose\AFLW2000\image01165.jpg,-6.28513239,-31.09582614,9.419191158
HeadPose\AFLW2000\image01168.jpg,1.103863264,11.03137706,-1.845299828
HeadPose\AFLW2000\image01171.jpg,-10.75315272,-17.5001553,11.50672834
HeadPose\AFLW2000\image01173.jpg,-26.2753006,-23.7398934,20.83931868
HeadPose\AFLW2000\image01174.jpg,-5.350467106,6.255447107,13.99512591
HeadPose\AFLW2000\image01175.jpg,-8.447723107,41.97234573,-29.90899198
HeadPose\AFLW2000\image01177.jpg,-6.875529246,-17.28443915,-8.911013131
HeadPose\AFLW2000\image01178.jpg,-12.60616596,2.117919572,-0.912221283
HeadPose\AFLW2000\image01181.jpg,-1.97137082,14.48529956,-3.175955361
HeadPose\AFLW2000\image01182.jpg,2.380705124,16.37575249,3.662289803
HeadPose\AFLW2000\image01184.jpg,-10.02236431,9.315120419,3.675125009
HeadPose\AFLW2000\image01189.jpg,24.36371336,3.066717585,0.21212253
HeadPose\AFLW2000\image01190.jpg,-0.99732608,5.346649884,0.310320307
HeadPose\AFLW2000\image01191.jpg,-16.13745914,5.825688617,-5.294588048
HeadPose\AFLW2000\image01196.jpg,1.870610588,13.12281513,12.33462069
HeadPose\AFLW2000\image01198.jpg,-15.10711144,2.609832144,-4.518361381
HeadPose\AFLW2000\image01200.jpg,0.732444834,24.51784854,-6.909382652
HeadPose\AFLW2000\image01201.jpg,10.109398,-22.76287582,-4.672121319
HeadPose\AFLW2000\image01202.jpg,-18.25135488,-3.565218728,-19.41300613
HeadPose\AFLW2000\image01205.jpg,-5.360773008,29.69475627,4.078279913
HeadPose\AFLW2000\image01207.jpg,16.70633877,79.41023816,29.06952758
HeadPose\AFLW2000\image01210.jpg,-25.08494036,-2.488606745,-2.986810775
HeadPose\AFLW2000\image01212.jpg,-26.55678807,3.28121498,-2.862720752
HeadPose\AFLW2000\image01215.jpg,-9.788383373,-8.125034235,-1.198399165
